"schoolid","lowinc","childid","sex","grade","math"
"3440",93.6,"283636481","Female",2,-1.34
"3440",93.6,"283636801","Female",0,-1.966
"3440",93.6,"283636801","Female",1,-1.314
"3440",93.6,"283636801","Female",2,-0.725
"3440",93.6,"283636801","Female",3,0.873
"3440",93.6,"283636801","Female",4,1.148
"3440",93.6,"283637611","Female",0,-2.162
"3440",93.6,"283637611","Female",1,-1.12
"3440",93.6,"283637611","Female",2,0.114
"3440",93.6,"283637611","Female",3,-0.032
"3440",93.6,"283637611","Female",4,0.65
"3440",93.6,"287911001","Female",0,-2.535
"3440",93.6,"287911001","Female",1,-1.631
"3440",93.6,"287911001","Female",2,-0.623
"3440",93.6,"287911001","Female",3,0.632
"3440",93.6,"289546621","Female",0,-1.13
"3440",93.6,"289546621","Female",1,-0.112
"3440",93.6,"289546621","Female",2,0.716
"3440",93.6,"289546621","Female",3,0.691
"3440",93.6,"289546621","Female",4,1.514
"3440",93.6,"289651761","Female",0,-3.395
"3440",93.6,"289651761","Female",0,-2.718
"3440",93.6,"289651761","Female",1,-1.819
"3440",93.6,"289651761","Female",2,-1.665
"3440",93.6,"289651761","Female",3,-1.55
"3440",93.6,"290326292","Female",2,-0.211
"3440",93.6,"290326292","Female",3,0.516
"3440",93.6,"290326292","Female",4,1.354
"3440",93.6,"294171801","Female",0,-2.657
"3440",93.6,"294171801","Female",1,-0.351
"3440",93.6,"294171801","Female",2,0.463
"3440",93.6,"294171801","Female",3,0.237
"3440",93.6,"294171801","Female",4,1.407
"3440",93.6,"294390282","Male",2,-1.236
"3440",93.6,"294390282","Male",3,-0.297
"3440",93.6,"294390282","Male",4,-0.062
"3440",93.6,"295321681","Male",0,-2.162
"3440",93.6,"295321681","Male",1,-0.785
"3440",93.6,"295321681","Male",2,0.463
"3440",93.6,"295321681","Male",3,1.202
"3440",93.6,"299485852","Male",0,-2.351
"3440",93.6,"299485852","Male",1,-2.113
"3440",93.6,"299485852","Male",2,-0.454
"3440",93.6,"302057742","Female",1,-2.113
"3440",93.6,"302057742","Female",3,-1.107
"3440",93.6,"304905681","Male",0,-2.718
"3440",93.6,"304905681","Male",1,-1.185
"3440",93.6,"304905681","Male",2,-2.015
"3440",93.6,"304905681","Male",3,-0.509
"3440",93.6,"304905681","Male",4,0.749
"3440",93.6,"310206031","Female",0,-2.097
"3440",93.6,"310206031","Female",1,-0.988
"3440",93.6,"310206031","Female",2,-0.316
"3440",93.6,"310206031","Female",3,1.001
"3440",93.6,"310206031","Female",4,0.699
"3450",75.7,"192959581","Male",0,-3.068
"3450",75.7,"192959581","Male",1,-2.899
"3450",75.7,"192959581","Male",2,-1.132
"3450",75.7,"238861111","Female",0,-0.974
"3450",75.7,"238861111","Female",1,-0.921
"3450",75.7,"238861111","Female",2,-0.419
"3450",75.7,"255764031","Female",0,-3.395
"3450",75.7,"255764031","Female",1,-3.082
"3450",75.7,"255764031","Female",1,-1.874
"3450",75.7,"261304841","Male",0,-1.538
"3450",75.7,"261304841","Male",1,-0.351
"3450",75.7,"261304841","Male",2,-0.316
"3450",75.7,"276121212","Female",0,-3.068
"3450",75.7,"276121212","Female",0,-4.406
"3450",75.7,"276121212","Female",1,-2.351
"3450",75.7,"277901862","Male",0,-3.887
"3450",75.7,"277901862","Male",0,-1.772
"3450",75.7,"277901862","Male",1,-1.054
"3450",75.7,"277902911","Female",0,-3.232
"3450",75.7,"277902911","Female",1,-3.144
"3450",75.7,"277902911","Female",1,-2.235
"3450",75.7,"277910932","Female",0,-3.558
"3450",75.7,"277910932","Female",0,-2.188
"3450",75.7,"277910932","Female",1,-1.384
"3450",75.7,"277918082","Female",0,-3.232
"3450",75.7,"277918082","Female",0,-2.188
"3450",75.7,"277918082","Female",1,-2.072
"3450",75.7,"280064111","Male",0,-3.721
"3450",75.7,"280064111","Male",1,-3.082
"3450",75.7,"280064111","Male",1,-1.525
"3450",75.7,"285382512","Female",0,-3.558
"3450",75.7,"285382512","Female",0,-3.068
"3450",75.7,"285382512","Female",1,-2.839
"3450",75.7,"293599972","Female",1,-1.898
"3450",75.7,"293599972","Female",2,-1.778
"3450",75.7,"293599972","Female",2,-1.063
"3450",75.7,"295415311","Male",0,-3.721
"3450",75.7,"295415311","Male",1,-2.663
"3450",75.7,"295415311","Male",2,-1.446
"3450",75.7,"295415901","Female",0,-3.558
"3450",75.7,"295415901","Female",0,-1.538
"3450",75.7,"295415901","Female",1,-1.004
"3450",75.7,"295417441","Male",0,-3.068
"3450",75.7,"295417441","Male",1,-2.657
"3450",75.7,"295417441","Male",1,-0.458
"3450",75.7,"295417791","Male",0,-3.887
"3450",75.7,"295417791","Male",1,-2.461
"3450",75.7,"295417791","Male",1,-1.757
"3450",75.7,"295421551","Female",0,-3.232
"3450",75.7,"295421551","Female",1,-1.464
"3450",75.7,"295421551","Female",2,-0.928
"3450",75.7,"295427831","Female",0,-3.887
"3450",75.7,"295427831","Female",1,-2.839
"3450",75.7,"295427831","Female",1,-1.121
"3450",75.7,"295427831","Female",2,-1.303
"3450",75.7,"295428562","Female",0,-3.558
"3450",75.7,"295428562","Female",0,-3.232
"3450",75.7,"295428562","Female",1,-3.331
"3450",75.7,"295430541","Male",0,-1.538
"3450",75.7,"295430541","Male",1,-1.441
"3450",75.7,"295430541","Male",2,0.003
"3450",75.7,"297125492","Female",0,-3.721
"3450",75.7,"297125492","Female",0,-2.732
"3450",75.7,"297125492","Female",1,-3.395
"3450",75.7,"297173971","Male",0,-2.377
"3450",75.7,"297173971","Male",1,-1.966
"3450",75.7,"297173971","Male",2,-1.132
"3450",75.7,"297174781","Male",0,-3.232
"3450",75.7,"297174781","Male",1,-2.413
"3450",75.7,"297174781","Male",2,-2.015
"3450",75.7,"299740392","Male",0,-2.902
"3450",75.7,"299740392","Male",1,-1.816
"3450",75.7,"299740392","Male",1,-0.807
"3450",75.7,"300667741","Male",0,-0.126
"3450",75.7,"300667741","Male",1,0.148
"3450",75.7,"300667741","Male",2,0.852
"3450",75.7,"300830911","Male",0,-3.232
"3450",75.7,"300830911","Male",1,-3.395
"3450",75.7,"300830911","Male",1,-2.36
"3450",75.7,"303868251","Female",0,-0.608
"3450",75.7,"303868251","Female",1,-1.314
"3450",75.7,"303868251","Female",2,-0.211
"3450",75.7,"310161691","Male",0,-4.228
"3450",75.7,"310161691","Male",1,-3.206
"3450",75.7,"310161691","Male",1,-2.618
"3450",75.7,"310161691","Male",2,-2.056
"3450",75.7,"310392311","Male",0,-1.538
"3450",75.7,"310392311","Male",1,-1.882
"3450",75.7,"310392311","Male",1,-0.33
"3450",75.7,"310393711","Female",0,-3.887
"3450",75.7,"310393711","Female",1,-1.689
"3450",75.7,"310393711","Female",2,-0.316
"3450",75.7,"310395761","Female",0,-2.377
"3450",75.7,"310395761","Female",1,-2.839
"3450",75.7,"310395761","Female",1,-1.295
"3450",75.7,"310399671","Female",0,-1.538
"3450",75.7,"310399671","Female",1,-0.785
"3450",75.7,"310399671","Female",2,0.114
"3450",75.7,"310400001","Male",0,-0.974
"3450",75.7,"310400001","Male",1,-1.631
"3450",75.7,"310400001","Male",2,-1.446
"3450",75.7,"310400431","Female",0,-2.732
"3450",75.7,"310400431","Female",1,-2.873
"3450",75.7,"310400431","Female",1,-1.816
"3450",75.7,"310400431","Female",2,-1.67
"3510",18.7,"228176712","Female",1,0.058
"3510",18.7,"228176712","Female",2,2.14
"3510",18.7,"228176712","Female",3,1.578
"3510",18.7,"240288441","Male",0,-0.619
"3510",18.7,"240288441","Male",1,-0.273
"3510",18.7,"240288441","Male",2,1.485
"3510",18.7,"240288441","Male",3,0.632
"3510",18.7,"240289251","Male",0,-2.535
"3510",18.7,"240289251","Male",1,-1.378
"3510",18.7,"240289251","Male",2,-1.132
"3510",18.7,"240289251","Male",3,-0.509
"3510",18.7,"240289251","Male",4,0.749
"3510",18.7,"240289761","Female",0,-1.464
"3510",18.7,"240289761","Female",1,0.338
"3510",18.7,"240289761","Female",2,0.587
"3510",18.7,"240289761","Female",3,1.661
"3510",18.7,"240289761","Female",4,1.623
"3510",18.7,"240289921","Female",0,-0.221
"3510",18.7,"240289921","Female",1,1.548
"3510",18.7,"240289921","Female",2,1.146
"3510",18.7,"240289921","Female",3,1.134
"3510",18.7,"240289921","Female",4,1.407
"3510",18.7,"240290691","Male",0,-2.732
"3510",18.7,"240290691","Male",1,-1.12
"3510",18.7,"240290691","Male",2,0.463
"3510",18.7,"240290691","Male",3,0.632
"3510",18.7,"240290691","Male",4,1.623
"3510",18.7,"240291151","Male",0,-1.987
"3510",18.7,"240291151","Male",1,-0.645
"3510",18.7,"240291151","Male",2,0.227
"3510",18.7,"240291901","Male",0,0.12
"3510",18.7,"240291901","Male",1,1.36
"3510",18.7,"240291901","Male",2,3.273
"3510",18.7,"240291901","Male",3,3.458
"3510",18.7,"240291901","Male",4,3.163
"3510",18.7,"247201603","Female",2,-0.522
"3510",18.7,"247201603","Female",3,-0.509
"3510",18.7,"247201603","Female",4,-0.116
"3580",51.8,"207442351","Male",0,-1.966
"3580",51.8,"207442351","Male",1,-0.645
"3580",51.8,"207442351","Male",2,-0.316
"3580",51.8,"207442351","Male",3,0.347
"3580",51.8,"207442351","Male",4,1.098
"3580",51.8,"273027341","Male",0,-3.082
"3580",51.8,"273027341","Male",1,-1.694
"3580",51.8,"273027341","Male",2,0.343
"3580",51.8,"273027341","Male",3,-0.945
"3580",51.8,"273027341","Male",4,0.352
"3580",51.8,"291753731","Female",0,-2.778
"3580",51.8,"291753731","Female",1,-2.009
"3580",51.8,"291753731","Female",2,-0.826
"3580",51.8,"291753731","Female",3,-0.725
"3580",51.8,"293853351","Female",0,-1.76
"3580",51.8,"293853351","Female",1,-0.785
"3580",51.8,"293853351","Female",2,0.716
"3580",51.8,"293853351","Female",3,0.811
"3580",51.8,"293853351","Female",4,1.736
"3580",51.8,"293853781","Female",0,-0.942
"3580",51.8,"293853781","Female",1,0.777
"3580",51.8,"293853781","Female",2,1.678
"3580",51.8,"293853781","Female",3,1.934
"3580",51.8,"293853781","Female",4,3.163
"3580",51.8,"293853861","Male",0,-2.596
"3580",51.8,"293853861","Male",1,-1.568
"3580",51.8,"293853861","Male",2,-0.928
"3580",51.8,"293853861","Male",3,-0.779
"3580",51.8,"293853861","Male",4,0.251
"3580",51.8,"293854161","Male",0,-2.778
"3580",51.8,"293854161","Male",1,-2.265
"3580",51.8,"293854161","Male",2,-1.778
"3580",51.8,"293854161","Male",3,-0.563
"3580",51.8,"293854161","Male",4,1.199
"3580",51.8,"293854911","Male",0,-3.268
"3580",51.8,"293854911","Male",1,-0.921
"3580",51.8,"293854911","Male",2,-0.522
"3580",51.8,"293854911","Male",3,-0.779
"3580",51.8,"293854911","Male",4,0.452
"3580",51.8,"293855051","Male",0,-1.303
"3580",51.8,"293855051","Male",1,0.241
"3580",51.8,"293855051","Male",2,0.995
"3580",51.8,"293855051","Male",3,1.001
"3580",51.8,"293855051","Male",4,2.164
"3580",51.8,"293857691","Female",0,-1.966
"3580",51.8,"293857691","Female",1,-1.314
"3580",51.8,"293857691","Female",2,-0.105
"3580",51.8,"293857691","Female",3,0.021
"3580",51.8,"293857691","Female",4,0.897
"3580",51.8,"293858071","Male",0,-2.413
"3580",51.8,"293858071","Male",1,-0.988
"3580",51.8,"293858071","Male",2,-1.555
"3580",51.8,"293865791","Female",0,-1.966
"3580",51.8,"293865791","Female",1,-1.882
"3580",51.8,"293865791","Female",2,-0.522
"3580",51.8,"293865791","Female",3,-0.834
"3580",51.8,"293865791","Female",4,0.601
"3580",51.8,"294488171","Male",0,-1.616
"3580",51.8,"294488171","Male",1,-0.988
"3580",51.8,"294488171","Male",2,-1.34
"3580",51.8,"294488171","Male",3,-0.509
"3580",51.8,"294488171","Male",4,0.551
"3580",51.8,"298559941","Female",0,-2.097
"3580",51.8,"298559941","Female",1,-0.716
"3580",51.8,"298559941","Female",2,-0.826
"3580",51.8,"298559941","Female",3,0.459
"3580",51.8,"298559941","Female",4,1.852
"3580",51.8,"302894712","Female",2,0.716
"3580",51.8,"302894712","Female",3,1.421
"3580",51.8,"302894712","Female",4,2.371
"3580",51.8,"303050351","Male",0,-3.525
"3580",51.8,"303050351","Male",1,-2.009
"3580",51.8,"303050351","Male",2,-0.928
"3580",51.8,"307360011","Female",0,-2.097
"3580",51.8,"307360011","Female",1,-0.501
"3580",51.8,"307360011","Female",2,0.716
"3580",51.8,"307360011","Female",3,0.128
"3580",51.8,"307360011","Female",4,0.749
"3610",97.8,"196711191","Female",0,-3.068
"3610",97.8,"196711191","Female",0,-2.188
"3610",97.8,"196711191","Female",1,-1.898
"3610",97.8,"196711191","Female",2,-1.894
"3610",97.8,"226170601","Male",0,-3.068
"3610",97.8,"226170601","Male",1,-1.694
"3610",97.8,"226170601","Male",2,-0.522
"3610",97.8,"240681102","Male",1,-0.84
"3610",97.8,"240681102","Male",2,0.114
"3610",97.8,"240681102","Male",3,1.134
"3610",97.8,"240681102","Male",4,1.25
"3610",97.8,"247197582","Male",1,-2.36
"3610",97.8,"247197582","Male",1,-2.001
"3610",97.8,"247197582","Male",2,-1.651
"3610",97.8,"249536451","Male",0,-2.902
"3610",97.8,"249536451","Male",1,-0.942
"3610",97.8,"249536451","Male",2,-1.555
"3610",97.8,"249536451","Male",3,0.074
"3610",97.8,"249536451","Male",4,1.148
"3610",97.8,"252433582","Female",2,-2.14
"3610",97.8,"252433582","Female",3,-1.176
"3610",97.8,"252433582","Female",4,0.097
"3610",97.8,"278659332","Male",1,-0.942
"3610",97.8,"278659332","Male",2,-2.14
"3610",97.8,"278659332","Male",3,-1.55
"3610",97.8,"278659332","Male",4,-0.576
"3610",97.8,"280257341","Male",0,-2.188
"3610",97.8,"280257341","Male",0,-3.068
"3610",97.8,"280257341","Male",1,-2.113
"3610",97.8,"280257341","Male",2,-1.99
"3610",97.8,"280257341","Male",3,-1.691
"3610",97.8,"280286953","Female",2,-2.406
"3610",97.8,"280286953","Female",3,0.403
"3610",97.8,"280286953","Female",4,1.679
"3610",97.8,"281647423","Female",2,-1.03
"3610",97.8,"281647423","Female",3,-0.297
"3610",97.8,"281647423","Female",4,-0.396
"3610",97.8,"283435743","Female",2,-1.665
"3610",97.8,"283435743","Female",3,-1.002
"3610",97.8,"283435743","Female",4,-0.396
"3610",97.8,"283494162","Male",1,-1.314
"3610",97.8,"283494162","Male",2,-1.34
"3610",97.8,"283494162","Male",3,-0.779
"3610",97.8,"283494162","Male",4,0.148
"3610",97.8,"288030361","Male",0,-2.902
"3610",97.8,"288030361","Male",1,-1.25
"3610",97.8,"288030361","Male",2,0.343
"3610",97.8,"288210851","Female",0,-1.384
"3610",97.8,"288210851","Female",1,1.194
"3610",97.8,"288210851","Female",2,0.995
"3610",97.8,"288210851","Female",3,1.273
"3610",97.8,"288210851","Female",4,3.163
"3610",97.8,"288278731","Male",0,-4.055
"3610",97.8,"288278731","Male",0,-3.395
"3610",97.8,"288278731","Male",1,-3.395
"3610",97.8,"288278731","Male",1,-1.641
"3610",97.8,"288278731","Male",2,-2.263
"3610",97.8,"288278731","Male",3,-1.552
"3610",97.8,"288282171","Female",0,-3.721
"3610",97.8,"288282171","Female",2,-1.665
"3610",97.8,"288282171","Female",3,0.237
"3610",97.8,"288282171","Female",4,1.047
"3610",97.8,"288283491","Male",0,-1.898
"3610",97.8,"288283491","Male",1,-0.645
"3610",97.8,"288283491","Male",2,0.003
"3610",97.8,"288283491","Male",3,-0.35
"3610",97.8,"288283491","Male",4,1.679
"3610",97.8,"288286831","Male",0,-3.887
"3610",97.8,"288286831","Male",0,-2.377
"3610",97.8,"288286831","Male",1,-0.84
"3610",97.8,"288286831","Male",1,-1.063
"3610",97.8,"288286831","Male",2,-0.579
"3610",97.8,"288286831","Male",3,-1.048
"3610",97.8,"288287641","Female",0,-3.232
"3610",97.8,"288287641","Female",0,-1.987
"3610",97.8,"288287641","Female",1,-1.441
"3610",97.8,"288287641","Female",2,-2.551
"3610",97.8,"288287641","Female",3,-1.002
"3610",97.8,"288287641","Female",4,-0.338
"3610",97.8,"288288531","Female",0,-4.055
"3610",97.8,"288288531","Female",0,-2.902
"3610",97.8,"288288531","Female",1,-1.898
"3610",97.8,"288288531","Female",2,-1.132
"3610",97.8,"288288531","Female",3,-1.828
"3610",97.8,"288288531","Female",4,-1.763
"3610",97.8,"288289341","Female",0,-2.188
"3610",97.8,"288289341","Female",0,-2.778
"3610",97.8,"288289341","Female",1,-1.946
"3610",97.8,"288289341","Female",2,-1.03
"3610",97.8,"288289341","Female",3,-1.42
"3610",97.8,"288289341","Female",4,-0.702
"3610",97.8,"288290941","Male",0,-3.021
"3610",97.8,"288290941","Male",1,-1.757
"3610",97.8,"288290941","Male",2,-1.665
"3610",97.8,"288290941","Male",3,-0.086
"3610",97.8,"288290941","Male",4,0.897
"3610",97.8,"288291321","Female",0,-1.464
"3610",97.8,"288291321","Female",1,0.058
"3610",97.8,"288291321","Female",2,-0.928
"3610",97.8,"288291751","Male",0,-1.83
"3610",97.8,"288291751","Male",1,-1.185
"3610",97.8,"288291751","Male",2,-0.928
"3610",97.8,"288291751","Male",3,0.182
"3610",97.8,"288291751","Male",4,1.514
"3610",97.8,"288291911","Female",0,-1.772
"3610",97.8,"288291911","Female",1,-0.942
"3610",97.8,"288291911","Female",2,-2.27
"3610",97.8,"288291911","Female",3,-0.945
"3610",97.8,"288291911","Female",4,-0.338
"3610",97.8,"288292051","Female",0,-3.721
"3610",97.8,"288292051","Female",0,-2.558
"3610",97.8,"288292051","Female",1,-0.264
"3610",97.8,"288292051","Female",2,-0.579
"3610",97.8,"288292051","Female",3,-0.93
"3610",97.8,"288292131","Male",0,-2.902
"3610",97.8,"288292131","Male",1,-1.314
"3610",97.8,"288292131","Male",2,-1.03
"3610",97.8,"288292131","Male",3,0.021
"3610",97.8,"288292641","Male",0,-2.377
"3610",97.8,"288292641","Male",2,-0.826
"3610",97.8,"288292641","Male",3,-0.192
"3610",97.8,"288292641","Male",4,0.551
"3610",97.8,"288292801","Female",0,-3.068
"3610",97.8,"288292801","Female",1,-2.528
"3610",97.8,"288292801","Female",2,-1.132
"3610",97.8,"288292801","Female",3,-0.244
"3610",97.8,"288292801","Female",4,0.2
"3610",97.8,"288293021","Male",0,-4.406
"3610",97.8,"288293021","Male",1,-2.474
"3610",97.8,"288293021","Male",1,-0.767
"3610",97.8,"288293021","Male",2,-1.303
"3610",97.8,"288293021","Male",3,-0.101
"3610",97.8,"288293611","Male",0,-2.162
"3610",97.8,"288293611","Male",1,-0.785
"3610",97.8,"288293611","Male",2,0.587
"3610",97.8,"288293611","Male",3,0.516
"3610",97.8,"288293611","Male",4,1.302
"3610",97.8,"288293882","Female",2,-1.132
"3610",97.8,"288293882","Female",3,1.498
"3610",97.8,"288293882","Female",4,1.407
"3610",97.8,"288293961","Female",0,-2.032
"3610",97.8,"288293961","Female",1,-0.716
"3610",97.8,"288293961","Female",2,-0.826
"3610",97.8,"288293961","Female",3,-0.509
"3610",97.8,"288293961","Female",4,1.047
"3610",97.8,"288294261","Male",0,-2.558
"3610",97.8,"288294261","Male",1,-1.946
"3610",97.8,"288294261","Male",1,-2.487
"3610",97.8,"288294261","Male",2,-1.243
"3610",97.8,"288294261","Male",3,-0.93
"3610",97.8,"288295741","Female",0,-3.232
"3610",97.8,"288295741","Female",0,-1.303
"3610",97.8,"288295741","Female",1,-1.699
"3610",97.8,"288295741","Female",2,-1.732
"3610",97.8,"288295741","Female",3,-1.355
"3610",97.8,"288297791","Male",0,-2.902
"3610",97.8,"288297791","Male",1,-0.194
"3610",97.8,"288297791","Male",2,1.146
"3610",97.8,"288297791","Male",3,2.376
"3610",97.8,"288297791","Male",4,1.514
"3610",97.8,"288298171","Male",0,-3.068
"3610",97.8,"288298171","Male",1,-1.378
"3610",97.8,"288298171","Male",2,-1.03
"3610",97.8,"288298171","Male",3,1.578
"3610",97.8,"288298171","Male",4,1.148
"3610",97.8,"288298841","Female",0,-2.377
"3610",97.8,"288298841","Female",0,-1.689
"3610",97.8,"288298841","Female",1,-1.004
"3610",97.8,"288298841","Female",2,-0.823
"3610",97.8,"288298841","Female",3,0.749
"3610",97.8,"288298921","Male",0,-2.732
"3610",97.8,"288298921","Male",1,-2.528
"3610",97.8,"288298921","Male",2,-1.665
"3610",97.8,"288298921","Male",3,-0.67
"3610",97.8,"288298921","Male",4,-0.338
"3610",97.8,"288299061","Female",0,-2.377
"3610",97.8,"288299061","Female",1,-1.25
"3610",97.8,"288299061","Female",2,0.463
"3610",97.8,"288299061","Female",3,-0.086
"3610",97.8,"288299061","Female",4,0.798
"3610",97.8,"288299221","Male",0,-3.395
"3610",97.8,"288299221","Male",1,-1.541
"3610",97.8,"288299221","Male",2,-2.27
"3610",97.8,"288299221","Male",3,-1.176
"3610",97.8,"288299221","Male",4,-0.515
"3610",97.8,"288299301","Female",0,-2.288
"3610",97.8,"288299301","Female",1,-0.785
"3610",97.8,"288299301","Female",2,-0.826
"3610",97.8,"288299301","Female",3,-0.616
"3610",97.8,"288299301","Female",3,0.569
"3610",97.8,"288299491","Female",0,-2.558
"3610",97.8,"288299491","Female",2,-1.446
"3610",97.8,"288299491","Female",3,0.516
"3610",97.8,"288299491","Female",4,0.699
"3610",97.8,"288300331","Male",0,-2.558
"3610",97.8,"288300331","Male",2,-0.725
"3610",97.8,"288300331","Male",3,-0.725
"3610",97.8,"288300331","Male",4,0.044
"3610",97.8,"288300411","Male",0,-3.395
"3610",97.8,"288300411","Male",1,-1.218
"3610",97.8,"288300411","Male",2,-2.14
"3610",97.8,"288300411","Male",3,-1.117
"3610",97.8,"288300411","Male",4,0.097
"3610",97.8,"288300681","Female",0,-1.772
"3610",97.8,"288300681","Female",2,-1.03
"3610",97.8,"288300681","Female",3,-0.403
"3610",97.8,"288300681","Female",4,0.501
"3610",97.8,"288300763","Male",2,-0.928
"3610",97.8,"288300763","Male",3,-0.297
"3610",97.8,"288300763","Male",4,0.452
"3610",97.8,"289923352","Female",1,-1.694
"3610",97.8,"289923352","Female",2,0.852
"3610",97.8,"289923352","Female",3,0.074
"3610",97.8,"290368962","Female",0,-3.232
"3610",97.8,"290368962","Female",1,-1.631
"3610",97.8,"290368962","Female",2,-0.211
"3610",97.8,"290368962","Female",3,0.074
"3610",97.8,"290368962","Female",4,1.354
"3610",97.8,"291436681","Male",0,-1.538
"3610",97.8,"291436681","Male",1,-0.716
"3610",97.8,"291436681","Male",2,0.995
"3610",97.8,"291436681","Male",3,2.034
"3610",97.8,"291436681","Male",4,2.035
"3610",97.8,"292912252","Male",1,-2.718
"3610",97.8,"292912252","Male",2,-1.03
"3610",97.8,"292912252","Male",2,-1.608
"3610",97.8,"294403791","Female",0,-3.232
"3610",97.8,"294403791","Female",0,-1.689
"3610",97.8,"294403791","Female",1,-2.009
"3610",97.8,"294403791","Female",2,-0.522
"3610",97.8,"294403791","Female",3,-0.945
"3610",97.8,"294403791","Female",4,-0.17
"3610",97.8,"294862472","Female",1,-1.641
"3610",97.8,"294862472","Female",2,-1.99
"3610",97.8,"294862472","Female",3,-1.291
"3610",97.8,"294961452","Male",0,-3.721
"3610",97.8,"294961452","Male",1,-1.83
"3610",97.8,"294961452","Male",2,-1.778
"3610",97.8,"294961452","Male",3,-1.484
"3610",97.8,"294961452","Male",4,-0.835
"3610",97.8,"295930782","Male",1,-1.384
"3610",97.8,"295930782","Male",2,-1.778
"3610",97.8,"295930782","Male",3,-2.061
"3610",97.8,"295930782","Male",4,-0.281
"3610",97.8,"296132652","Female",2,-0.419
"3610",97.8,"296132652","Female",3,0.459
"3610",97.8,"296132652","Female",4,0.749
"3610",97.8,"297207701","Male",0,-3.887
"3610",97.8,"297207701","Male",0,-2.902
"3610",97.8,"297207701","Male",1,-2.053
"3610",97.8,"297207701","Male",1,-2.001
"3610",97.8,"297207701","Male",2,-2.063
"3610",97.8,"297208191","Male",0,-3.395
"3610",97.8,"297208191","Male",1,-1.819
"3610",97.8,"297208191","Male",2,-1.236
"3610",97.8,"297208191","Male",3,0.873
"3610",97.8,"297208191","Male",4,1.047
"3610",97.8,"297223231","Male",0,-1.76
"3610",97.8,"297223231","Male",1,-0.645
"3610",97.8,"297223231","Male",2,-0.623
"3610",97.8,"297223231","Male",3,-0.192
"3610",97.8,"299386012","Male",1,0.329
"3610",97.8,"299386012","Male",2,0.587
"3610",97.8,"299386012","Male",3,0.128
"3610",97.8,"299386012","Male",4,1.25
"3610",97.8,"300042643","Female",1,-1.396
"3610",97.8,"300042643","Female",2,-0.454
"3610",97.8,"300042643","Female",2,-0.088
"3610",97.8,"300047952","Female",0,-2.732
"3610",97.8,"300047952","Female",1,-2.297
"3610",97.8,"300047952","Female",1,-1.523
"3610",97.8,"300047952","Female",1,-1.638
"3610",97.8,"300835471","Male",0,-3.395
"3610",97.8,"300835471","Male",1,-1.819
"3610",97.8,"300835471","Male",2,-0.419
"3610",97.8,"300835471","Male",3,0.403
"3610",97.8,"300835471","Male",4,1.25
"3610",97.8,"300837842","Male",1,-0.574
"3610",97.8,"300837842","Male",2,0.114
"3610",97.8,"300837842","Male",3,-0.244
"3610",97.8,"300837842","Male",4,1.302
"3610",97.8,"300837921","Female",0,-1.987
"3610",97.8,"300837921","Female",1,-0.574
"3610",97.8,"300837921","Female",2,-0.826
"3610",97.8,"300837921","Female",3,-0.67
"3610",97.8,"300837921","Female",4,1.514
"3610",97.8,"300851241","Female",0,-2.902
"3610",97.8,"300851241","Female",1,-1.218
"3610",97.8,"300851241","Female",2,-2.14
"3610",97.8,"300851241","Female",2,-2.722
"3610",97.8,"300851241","Female",3,-1.485
"3610",97.8,"302648781","Female",0,-2.558
"3610",97.8,"302648781","Female",0,-3.331
"3610",97.8,"302648781","Female",1,-1.874
"3610",97.8,"307089461","Male",0,-3.558
"3610",97.8,"307089461","Male",1,-2.032
"3610",97.8,"307089461","Male",2,-2.27
"3610",97.8,"309357991","Female",0,-2.902
"3610",97.8,"309357991","Female",1,-1.038
"3610",97.8,"309357991","Female",2,-1.665
"3610",97.8,"309357991","Female",3,-0.834
"3610",97.8,"309357991","Female",4,0.65
"3610",97.8,"309361831","Female",0,-1.538
"3610",97.8,"309361831","Female",1,-0.06
"3610",97.8,"309361831","Female",2,-1.555
"3610",97.8,"309363451","Male",0,-3.721
"3610",97.8,"309363451","Male",0,-3.558
"3610",97.8,"309363451","Male",1,-2.174
"3610",97.8,"309364181","Female",0,-4.228
"3610",97.8,"309364181","Female",1,-0.945
"3610",97.8,"309365231","Male",0,-2.902
"3610",97.8,"309365231","Male",1,-1.898
"3610",97.8,"309365231","Male",1,-2.053
"3610",97.8,"309367521","Female",0,-3.232
"3610",97.8,"309367521","Female",2,-0.211
"3610",97.8,"309367521","Female",4,0.402
"3610",97.8,"309369061","Female",0,-3.068
"3610",97.8,"309369061","Female",1,-2.162
"3610",97.8,"309369061","Female",1,-1.641
"3610",97.8,"309369061","Female",2,-1.796
"3610",97.8,"309369061","Female",3,-1.552
"3610",97.8,"309369301","Female",0,-2.902
"3610",97.8,"309369301","Female",1,-1.13
"3610",97.8,"309369301","Female",2,-1.236
"3610",97.8,"309369301","Female",3,-0.297
"3610",97.8,"309369301","Female",4,-0.17
"3610",97.8,"309370311","Male",0,-1.772
"3610",97.8,"309370311","Male",2,-0.316
"3610",97.8,"309370311","Male",3,1.202
"3610",97.8,"309370311","Male",4,1.46
"3610",97.8,"309372011","Female",0,-2.377
"3610",97.8,"309372011","Female",0,-3.268
"3610",97.8,"309372011","Female",1,-0.706
"3610",97.8,"309377401","Male",0,-3.232
"3610",97.8,"309377401","Male",0,-1.83
"3610",97.8,"309377401","Male",1,-0.945
"3610",97.8,"309377401","Male",2,0.006
"3610",97.8,"309377401","Male",3,1.589
